Information from myGridGB twitter account at noon on 30th November https://twitter.com/myGridGB/status/803931600002097152
wind,7.6
coal,14.7
nuclear,17.6
gas,45.6
hydro,0.3
import,1.5
solar,7.8
biomass,4.1
storage,0.7
